test_case_id,provider,instrument,input_system,O,C,E,A,N,profile_label,total_score,factor_scores,questions_answered,questions_total
5470,openai,bfi,hexaco,50,50,50,50,50,neutral,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
5073,claude,bfi,narrative,100,100,100,100,100,all_maximum,95.83,"{""extraversion"": 90.625, ""agreeableness"": 100.0, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 96.875, ""openness"": 100.0}",44,44
5054,deepseek,bfi,narrative,100,100,100,100,100,all_maximum,96.51,"{""extraversion"": 96.875, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 93.75, ""openness"": 97.50000000000001}",44,44
5111,gemini,bfi,narrative,100,100,100,100,100,all_maximum,94.17,"{""extraversion"": 93.75, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 86.11111111111111, ""neuroticism"": 93.75, ""openness"": 100.0}",44,44
5092,openai,bfi,narrative,100,100,100,100,100,all_maximum,98.19,"{""extraversion"": 96.875, ""agreeableness"": 100.0, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 96.875, ""openness"": 100.0}",44,44
5072,claude,bfi,narrative,0,0,0,0,0,all_minimum,22.51,"{""extraversion"": 28.125, ""agreeableness"": 25.0, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 0.0, ""openness"": 15.000000000000002}",44,44
5053,deepseek,bfi,narrative,0,0,0,0,0,all_minimum,22.25,"{""extraversion"": 31.25, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 0.0, ""openness"": 4.999999999999999}",44,44
5110,gemini,bfi,narrative,0,0,0,0,0,all_minimum,20.64,"{""extraversion"": 31.25, ""agreeableness"": 19.444444444444443, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 2.500000000000002}",44,44
5091,openai,bfi,narrative,0,0,0,0,0,all_minimum,19.35,"{""extraversion"": 28.125, ""agreeableness"": 22.22222222222222, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 0.0, ""openness"": 7.500000000000001}",44,44
5064,claude,bfi,narrative,50,75,100,75,50,high_A_high_C_high_E,79.67,"{""extraversion"": 100.0, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 50.0, ""openness"": 65.0}",44,44
5045,deepseek,bfi,narrative,50,75,100,75,50,high_A_high_C_high_E,75.06,"{""extraversion"": 96.875, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 40.625, ""openness"": 60.0}",44,44
5102,gemini,bfi,narrative,50,75,100,75,50,high_A_high_C_high_E,81.13,"{""extraversion"": 100.0, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 86.11111111111111, ""neuroticism"": 53.125, ""openness"": 77.49999999999999}",44,44
5083,openai,bfi,narrative,50,75,100,75,50,high_A_high_C_high_E,80.19,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 43.75, ""openness"": 60.0}",44,44
5063,claude,bfi,narrative,50,75,0,75,50,high_A_high_C_low_E,61.88,"{""extraversion"": 18.75, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 53.125, ""openness"": 62.5}",44,44
5044,deepseek,bfi,narrative,50,75,0,75,50,high_A_high_C_low_E,62.38,"{""extraversion"": 28.125, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 43.75, ""openness"": 65.0}",44,44
5101,gemini,bfi,narrative,50,75,0,75,50,high_A_high_C_low_E,61.03,"{""extraversion"": 18.75, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 83.33333333333333, ""neuroticism"": 50.0, ""openness"": 72.5}",44,44
5082,openai,bfi,narrative,50,75,0,75,50,high_A_high_C_low_E,61.42,"{""extraversion"": 21.875, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
5066,claude,bfi,narrative,50,100,100,75,50,high_A_max_C_high_E,80.1,"{""extraversion"": 100.0, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 46.875, ""openness"": 67.5}",44,44
5047,deepseek,bfi,narrative,50,100,100,75,50,high_A_max_C_high_E,77.78,"{""extraversion"": 96.875, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 100.0, ""neuroticism"": 40.625, ""openness"": 62.5}",44,44
5104,gemini,bfi,narrative,50,100,100,75,50,high_A_max_C_high_E,80.06,"{""extraversion"": 96.875, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 53.125, ""openness"": 72.5}",44,44
5085,openai,bfi,narrative,50,100,100,75,50,high_A_max_C_high_E,80.64,"{""extraversion"": 100.0, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 100.0, ""neuroticism"": 43.75, ""openness"": 65.0}",44,44
5065,claude,bfi,narrative,50,100,0,75,50,high_A_max_C_low_E,62.99,"{""extraversion"": 18.75, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 53.125, ""openness"": 62.5}",44,44
5046,deepseek,bfi,narrative,50,100,0,75,50,high_A_max_C_low_E,62.36,"{""extraversion"": 21.875, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 62.5}",44,44
5103,gemini,bfi,narrative,50,100,0,75,50,high_A_max_C_low_E,62.33,"{""extraversion"": 21.875, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 53.125, ""openness"": 70.0}",44,44
5084,openai,bfi,narrative,50,100,0,75,50,high_A_max_C_low_E,60.22,"{""extraversion"": 15.625, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 52.5}",44,44
5056,claude,bfi,narrative,50,0,100,0,50,low_A_low_C_high_E,56.83,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 50.0, ""openness"": 67.5}",44,44
5037,deepseek,bfi,narrative,50,0,100,0,50,low_A_low_C_high_E,54.64,"{""extraversion"": 100.0, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 43.75, ""openness"": 60.0}",44,44
5094,gemini,bfi,narrative,50,0,100,0,50,low_A_low_C_high_E,60.63,"{""extraversion"": 100.0, ""agreeableness"": 30.555555555555557, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 53.125, ""openness"": 75.0}",44,44
5075,openai,bfi,narrative,50,0,100,0,50,low_A_low_C_high_E,55.15,"{""extraversion"": 100.0, ""agreeableness"": 27.77777777777778, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 46.875, ""openness"": 65.0}",44,44
5055,claude,bfi,narrative,50,0,0,0,50,low_A_low_C_low_E,45.44,"{""extraversion"": 31.25, ""agreeableness"": 27.77777777777778, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 56.25, ""openness"": 67.5}",44,44
5036,deepseek,bfi,narrative,50,0,0,0,50,low_A_low_C_low_E,47.5,"{""extraversion"": 34.375, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 53.125, ""openness"": 75.0}",44,44
5093,gemini,bfi,narrative,50,0,0,0,50,low_A_low_C_low_E,45.82,"{""extraversion"": 28.125, ""agreeableness"": 25.0, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 56.25, ""openness"": 72.5}",44,44
5074,openai,bfi,narrative,50,0,0,0,50,low_A_low_C_low_E,41.9,"{""extraversion"": 25.0, ""agreeableness"": 25.0, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 53.125, ""openness"": 67.5}",44,44
5058,claude,bfi,narrative,50,25,100,0,50,low_A_medlow_C_high_E,59.68,"{""extraversion"": 100.0, ""agreeableness"": 25.0, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 53.125, ""openness"": 67.5}",44,44
5039,deepseek,bfi,narrative,50,25,100,0,50,low_A_medlow_C_high_E,60.64,"{""extraversion"": 100.0, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 43.75, ""openness"": 65.0}",44,44
5096,gemini,bfi,narrative,50,25,100,0,50,low_A_medlow_C_high_E,63.4,"{""extraversion"": 100.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 53.125, ""openness"": 75.0}",44,44
5077,openai,bfi,narrative,50,25,100,0,50,low_A_medlow_C_high_E,58.54,"{""extraversion"": 100.0, ""agreeableness"": 30.555555555555557, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 46.875, ""openness"": 62.5}",44,44
5057,claude,bfi,narrative,50,25,0,0,50,low_A_medlow_C_low_E,48.58,"{""extraversion"": 25.0, ""agreeableness"": 27.77777777777778, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 56.25, ""openness"": 70.0}",44,44
5038,deepseek,bfi,narrative,50,25,0,0,50,low_A_medlow_C_low_E,49.14,"{""extraversion"": 28.125, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 53.125, ""openness"": 70.0}",44,44
5095,gemini,bfi,narrative,50,25,0,0,50,low_A_medlow_C_low_E,46.36,"{""extraversion"": 25.0, ""agreeableness"": 25.0, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 56.25, ""openness"": 70.0}",44,44
5076,openai,bfi,narrative,50,25,0,0,50,low_A_medlow_C_low_E,45.85,"{""extraversion"": 28.125, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 50.0, ""openness"": 65.0}",44,44
5068,claude,bfi,narrative,50,75,100,100,50,max_A_high_C_high_E,80.76,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 46.875, ""openness"": 62.5}",44,44
5049,deepseek,bfi,narrative,50,75,100,100,50,max_A_high_C_high_E,78.03,"{""extraversion"": 96.875, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 46.875, ""openness"": 57.49999999999999}",44,44
5106,gemini,bfi,narrative,50,75,100,100,50,max_A_high_C_high_E,82.22,"{""extraversion"": 96.875, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 53.125, ""openness"": 75.0}",44,44
5087,openai,bfi,narrative,50,75,100,100,50,max_A_high_C_high_E,81.19,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 43.75, ""openness"": 65.0}",44,44
5067,claude,bfi,narrative,50,75,0,100,50,max_A_high_C_low_E,64.76,"{""extraversion"": 18.75, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 53.125, ""openness"": 57.49999999999999}",44,44
5048,deepseek,bfi,narrative,50,75,0,100,50,max_A_high_C_low_E,65.71,"{""extraversion"": 25.0, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 46.875, ""openness"": 65.0}",44,44
5105,gemini,bfi,narrative,50,75,0,100,50,max_A_high_C_low_E,65.06,"{""extraversion"": 18.75, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 83.33333333333333, ""neuroticism"": 56.25, ""openness"": 72.5}",44,44
5086,openai,bfi,narrative,50,75,0,100,50,max_A_high_C_low_E,63.01,"{""extraversion"": 18.75, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
5070,claude,bfi,narrative,50,100,100,100,50,max_A_max_C_high_E,81.38,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 60.0}",44,44
5051,deepseek,bfi,narrative,50,100,100,100,50,max_A_max_C_high_E,79.69,"{""extraversion"": 96.875, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 57.49999999999999}",44,44
5108,gemini,bfi,narrative,50,100,100,100,50,max_A_max_C_high_E,84.46,"{""extraversion"": 100.0, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 53.125, ""openness"": 77.49999999999999}",44,44
5089,openai,bfi,narrative,50,100,100,100,50,max_A_max_C_high_E,82.25,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 43.75, ""openness"": 67.5}",44,44
5069,claude,bfi,narrative,50,100,0,100,50,max_A_max_C_low_E,67.07,"{""extraversion"": 21.875, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 100.0, ""neuroticism"": 56.25, ""openness"": 60.0}",44,44
5050,deepseek,bfi,narrative,50,100,0,100,50,max_A_max_C_low_E,67.01,"{""extraversion"": 28.125, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 50.0, ""openness"": 62.5}",44,44
5107,gemini,bfi,narrative,50,100,0,100,50,max_A_max_C_low_E,66.6,"{""extraversion"": 18.75, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 91.66666666666667, ""neuroticism"": 53.125, ""openness"": 75.0}",44,44
5088,openai,bfi,narrative,50,100,0,100,50,max_A_max_C_low_E,62.94,"{""extraversion"": 15.625, ""agreeableness"": 97.22222222222223, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
5060,claude,bfi,narrative,50,0,100,25,50,medlow_A_low_C_high_E,58.63,"{""extraversion"": 100.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 53.125, ""openness"": 65.0}",44,44
5041,deepseek,bfi,narrative,50,0,100,25,50,medlow_A_low_C_high_E,58.54,"{""extraversion"": 100.0, ""agreeableness"": 50.0, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 46.875, ""openness"": 62.5}",44,44
5098,gemini,bfi,narrative,50,0,100,25,50,medlow_A_low_C_high_E,62.74,"{""extraversion"": 100.0, ""agreeableness"": 38.888888888888886, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 53.125, ""openness"": 80.0}",44,44
5079,openai,bfi,narrative,50,0,100,25,50,medlow_A_low_C_high_E,59.6,"{""extraversion"": 100.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 46.875, ""openness"": 65.0}",44,44
5059,claude,bfi,narrative,50,0,0,25,50,medlow_A_low_C_low_E,44.82,"{""extraversion"": 28.125, ""agreeableness"": 30.555555555555557, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 56.25, ""openness"": 67.5}",44,44
5040,deepseek,bfi,narrative,50,0,0,25,50,medlow_A_low_C_low_E,46.74,"{""extraversion"": 25.0, ""agreeableness"": 38.888888888888886, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 53.125, ""openness"": 75.0}",44,44
5097,gemini,bfi,narrative,50,0,0,25,50,medlow_A_low_C_low_E,45.74,"{""extraversion"": 21.875, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 56.25, ""openness"": 70.0}",44,44
5078,openai,bfi,narrative,50,0,0,25,50,medlow_A_low_C_low_E,41.74,"{""extraversion"": 15.625, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 50.0, ""openness"": 62.5}",44,44
5062,claude,bfi,narrative,50,25,100,25,50,medlow_A_medlow_C_high_E,61.9,"{""extraversion"": 100.0, ""agreeableness"": 33.333333333333336, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 53.125, ""openness"": 67.5}",44,44
5043,deepseek,bfi,narrative,50,25,100,25,50,medlow_A_medlow_C_high_E,61.81,"{""extraversion"": 100.0, ""agreeableness"": 50.0, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 43.75, ""openness"": 62.5}",44,44
5100,gemini,bfi,narrative,50,25,100,25,50,medlow_A_medlow_C_high_E,65.63,"{""extraversion"": 100.0, ""agreeableness"": 44.44444444444444, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 53.125, ""openness"": 75.0}",44,44
5081,openai,bfi,narrative,50,25,100,25,50,medlow_A_medlow_C_high_E,64.04,"{""extraversion"": 100.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 46.875, ""openness"": 65.0}",44,44
5061,claude,bfi,narrative,50,25,0,25,50,medlow_A_medlow_C_low_E,47.4,"{""extraversion"": 21.875, ""agreeableness"": 30.555555555555557, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 56.25, ""openness"": 70.0}",44,44
5042,deepseek,bfi,narrative,50,25,0,25,50,medlow_A_medlow_C_low_E,47.14,"{""extraversion"": 18.75, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 50.0, ""openness"": 72.5}",44,44
5099,gemini,bfi,narrative,50,25,0,25,50,medlow_A_medlow_C_low_E,49.01,"{""extraversion"": 21.875, ""agreeableness"": 38.888888888888886, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 56.25, ""openness"": 72.5}",44,44
5080,openai,bfi,narrative,50,25,0,25,50,medlow_A_medlow_C_low_E,44.5,"{""extraversion"": 15.625, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 46.875, ""openness"": 60.0}",44,44
5071,claude,bfi,narrative,50,50,50,50,50,neutral,62.08,"{""extraversion"": 53.125, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 53.125, ""openness"": 62.5}",44,44
5052,deepseek,bfi,narrative,50,50,50,50,50,neutral,62.96,"{""extraversion"": 56.25, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 46.875, ""openness"": 70.0}",44,44
5109,gemini,bfi,narrative,50,50,50,50,50,neutral,64.65,"{""extraversion"": 53.125, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 56.25, ""openness"": 75.0}",44,44
5090,openai,bfi,narrative,50,50,50,50,50,neutral,62.32,"{""extraversion"": 50.0, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 46.875, ""openness"": 67.5}",44,44
4693,claude,bfi,ocean_direct,100,100,100,100,100,all_maximum,96.39,"{""extraversion"": 87.5, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 100.0, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
4674,deepseek,bfi,ocean_direct,100,100,100,100,100,all_maximum,95.14,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 81.25, ""openness"": 100.0}",44,44
4731,gemini,bfi,ocean_direct,100,100,100,100,100,all_maximum,94.44,"{""extraversion"": 100.0, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
4712,openai,bfi,ocean_direct,100,100,100,100,100,all_maximum,100.0,"{""extraversion"": 100.0, ""agreeableness"": 100.0, ""conscientiousness"": 100.0, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
4692,claude,bfi,ocean_direct,0,0,0,0,0,all_minimum,24.06,"{""extraversion"": 6.25, ""agreeableness"": 44.44444444444444, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 31.25, ""openness"": 4.999999999999999}",44,44
4673,deepseek,bfi,ocean_direct,0,0,0,0,0,all_minimum,21.86,"{""extraversion"": 25.0, ""agreeableness"": 44.44444444444444, ""conscientiousness"": 11.11111111111111, ""neuroticism"": 18.75, ""openness"": 9.999999999999998}",44,44
4730,gemini,bfi,ocean_direct,0,0,0,0,0,all_minimum,19.44,"{""extraversion"": 18.75, ""agreeableness"": 50.0, ""conscientiousness"": 22.22222222222222, ""neuroticism"": 6.25, ""openness"": 0.0}",44,44
4711,openai,bfi,ocean_direct,0,0,0,0,0,all_minimum,8.06,"{""extraversion"": 12.5, ""agreeableness"": 16.666666666666668, ""conscientiousness"": 11.11111111111111, ""neuroticism"": 0.0, ""openness"": 0.0}",44,44
4684,claude,bfi,ocean_direct,50,75,100,75,50,high_A_high_C_high_E,73.06,"{""extraversion"": 100.0, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 37.5, ""openness"": 50.0}",44,44
4665,deepseek,bfi,ocean_direct,50,75,100,75,50,high_A_high_C_high_E,71.76,"{""extraversion"": 100.0, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 34.375, ""openness"": 55.00000000000001}",44,44
4722,gemini,bfi,ocean_direct,50,75,100,75,50,high_A_high_C_high_E,69.56,"{""extraversion"": 100.0, ""agreeableness"": 75.0, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 37.5, ""openness"": 57.49999999999999}",44,44
4703,openai,bfi,ocean_direct,50,75,100,75,50,high_A_high_C_high_E,73.76,"{""extraversion"": 100.0, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 46.875, ""openness"": 52.5}",44,44
4683,claude,bfi,ocean_direct,50,75,0,75,50,high_A_high_C_low_E,56.86,"{""extraversion"": 9.375, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 94.44444444444444, ""neuroticism"": 46.875, ""openness"": 47.5}",44,44
4664,deepseek,bfi,ocean_direct,50,75,0,75,50,high_A_high_C_low_E,56.17,"{""extraversion"": 3.125, ""agreeableness"": 94.44444444444444, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 46.875, ""openness"": 47.5}",44,44
4721,gemini,bfi,ocean_direct,50,75,0,75,50,high_A_high_C_low_E,52.57,"{""extraversion"": 3.125, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 62.5, ""openness"": 50.0}",44,44
4702,openai,bfi,ocean_direct,50,75,0,75,50,high_A_high_C_low_E,55.13,"{""extraversion"": 3.125, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 88.88888888888889, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
4667,deepseek,bfi,ocean_direct,50,100,100,75,50,high_A_max_C_high_E,73.36,"{""extraversion"": 100.0, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 100.0, ""neuroticism"": 31.25, ""openness"": 55.00000000000001}",44,44
4724,gemini,bfi,ocean_direct,50,100,100,75,50,high_A_max_C_high_E,76.75,"{""extraversion"": 100.0, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 97.22222222222223, ""neuroticism"": 43.75, ""openness"": 65.0}",44,44
4705,openai,bfi,ocean_direct,50,100,100,75,50,high_A_max_C_high_E,74.25,"{""extraversion"": 100.0, ""agreeableness"": 75.0, ""conscientiousness"": 100.0, ""neuroticism"": 43.75, ""openness"": 52.5}",44,44
4666,deepseek,bfi,ocean_direct,50,100,0,75,50,high_A_max_C_low_E,54.56,"{""extraversion"": 3.125, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 100.0, ""neuroticism"": 46.875, ""openness"": 44.99999999999999}",44,44
4723,gemini,bfi,ocean_direct,50,100,0,75,50,high_A_max_C_low_E,55.14,"{""extraversion"": 3.125, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 100.0, ""neuroticism"": 53.125, ""openness"": 50.0}",44,44
4704,openai,bfi,ocean_direct,50,100,0,75,50,high_A_max_C_low_E,56.31,"{""extraversion"": 6.25, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 100.0, ""neuroticism"": 50.0, ""openness"": 47.5}",44,44
4676,claude,bfi,ocean_direct,50,0,100,0,50,low_A_low_C_high_E,41.61,"{""extraversion"": 100.0, ""agreeableness"": 2.777777777777779, ""conscientiousness"": 2.777777777777779, ""neuroticism"": 50.0, ""openness"": 52.5}",44,44
4657,deepseek,bfi,ocean_direct,50,0,100,0,50,low_A_low_C_high_E,39.63,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 0.0, ""neuroticism"": 53.125, ""openness"": 44.99999999999999}",44,44
4714,gemini,bfi,ocean_direct,50,0,100,0,50,low_A_low_C_high_E,46.49,"{""extraversion"": 100.0, ""agreeableness"": 2.777777777777779, ""conscientiousness"": 2.777777777777779, ""neuroticism"": 71.875, ""openness"": 55.00000000000001}",44,44
4695,openai,bfi,ocean_direct,50,0,100,0,50,low_A_low_C_high_E,44.75,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 0.0, ""neuroticism"": 68.75, ""openness"": 55.00000000000001}",44,44
4675,claude,bfi,ocean_direct,50,0,0,0,50,low_A_low_C_low_E,23.54,"{""extraversion"": 6.25, ""agreeableness"": 5.555555555555558, ""conscientiousness"": 2.777777777777779, ""neuroticism"": 53.125, ""openness"": 50.0}",44,44
4656,deepseek,bfi,ocean_direct,50,0,0,0,50,low_A_low_C_low_E,34.25,"{""extraversion"": 6.25, ""agreeableness"": 25.0, ""conscientiousness"": 0.0, ""neuroticism"": 87.5, ""openness"": 52.5}",44,44
4713,gemini,bfi,ocean_direct,50,0,0,0,50,low_A_low_C_low_E,28.46,"{""extraversion"": 3.125, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 8.333333333333332, ""neuroticism"": 75.0, ""openness"": 47.5}",44,44
4694,openai,bfi,ocean_direct,50,0,0,0,50,low_A_low_C_low_E,31.42,"{""extraversion"": 0.0, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 0.0, ""neuroticism"": 93.75, ""openness"": 55.00000000000001}",44,44
4678,claude,bfi,ocean_direct,50,25,100,0,50,low_A_medlow_C_high_E,42.78,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 13.88888888888889, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
4659,deepseek,bfi,ocean_direct,50,25,100,0,50,low_A_medlow_C_high_E,42.33,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 16.666666666666668, ""neuroticism"": 50.0, ""openness"": 44.99999999999999}",44,44
4716,gemini,bfi,ocean_direct,50,25,100,0,50,low_A_medlow_C_high_E,50.93,"{""extraversion"": 100.0, ""agreeableness"": 2.777777777777779, ""conscientiousness"": 25.0, ""neuroticism"": 71.875, ""openness"": 55.00000000000001}",44,44
4697,openai,bfi,ocean_direct,50,25,100,0,50,low_A_medlow_C_high_E,49.82,"{""extraversion"": 100.0, ""agreeableness"": 0.0, ""conscientiousness"": 22.22222222222222, ""neuroticism"": 71.875, ""openness"": 55.00000000000001}",44,44
4677,claude,bfi,ocean_direct,50,25,0,0,50,low_A_medlow_C_low_E,30.49,"{""extraversion"": 6.25, ""agreeableness"": 5.555555555555558, ""conscientiousness"": 25.0, ""neuroticism"": 65.625, ""openness"": 50.0}",44,44
4658,deepseek,bfi,ocean_direct,50,25,0,0,50,low_A_medlow_C_low_E,35.89,"{""extraversion"": 0.0, ""agreeableness"": 25.0, ""conscientiousness"": 19.444444444444443, ""neuroticism"": 87.5, ""openness"": 47.5}",44,44
4715,gemini,bfi,ocean_direct,50,25,0,0,50,low_A_medlow_C_low_E,31.17,"{""extraversion"": 0.0, ""agreeableness"": 8.333333333333332, ""conscientiousness"": 25.0, ""neuroticism"": 75.0, ""openness"": 47.5}",44,44
4696,openai,bfi,ocean_direct,50,25,0,0,50,low_A_medlow_C_low_E,34.31,"{""extraversion"": 0.0, ""agreeableness"": 2.777777777777779, ""conscientiousness"": 25.0, ""neuroticism"": 93.75, ""openness"": 50.0}",44,44
