test_case_id,provider,instrument,input_system,O,C,E,A,N,profile_label,total_score,factor_scores,questions_answered,questions_total
7650,deepseek,bfi,narrative,100,50,50,50,50,high_O_mid_N,68.58,"{""extraversion"": 59.375, ""agreeableness"": 75.0, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 46.875, ""openness"": 95.0}",44,44
7680,gemini,bfi,narrative,100,50,50,50,50,high_O_mid_N,68.79,"{""extraversion"": 59.375, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 56.25, ""openness"": 95.0}",44,44
7620,openai,bfi,narrative,100,50,50,50,50,high_O_mid_N,70.63,"{""extraversion"": 56.25, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 46.875, ""openness"": 100.0}",44,44
6990,claude,bfi,narrative,0,50,50,50,100,low_O_high_N,54.71,"{""extraversion"": 40.625, ""agreeableness"": 61.111111111111114, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 93.75, ""openness"": 22.499999999999996}",44,44
7050,deepseek,bfi,narrative,0,50,50,50,100,low_O_high_N,56.42,"{""extraversion"": 37.5, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 93.75, ""openness"": 17.5}",44,44
7080,gemini,bfi,narrative,0,50,50,50,100,low_O_high_N,55.82,"{""extraversion"": 40.625, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 93.75, ""openness"": 22.499999999999996}",44,44
7020,openai,bfi,narrative,0,50,50,50,100,low_O_high_N,57.85,"{""extraversion"": 43.75, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 96.875, ""openness"": 12.5}",44,44
7230,claude,bfi,narrative,0,50,50,50,0,low_O_low_N,46.37,"{""extraversion"": 53.125, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 6.25, ""openness"": 22.499999999999996}",44,44
7290,deepseek,bfi,narrative,0,50,50,50,0,low_O_low_N,47.35,"{""extraversion"": 53.125, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 83.33333333333333, ""neuroticism"": 0.0, ""openness"": 22.499999999999996}",44,44
7320,gemini,bfi,narrative,0,50,50,50,0,low_O_low_N,47.06,"{""extraversion"": 53.125, ""agreeableness"": 75.0, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 9.375, ""openness"": 20.0}",44,44
7260,openai,bfi,narrative,0,50,50,50,0,low_O_low_N,45.29,"{""extraversion"": 53.125, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 80.55555555555556, ""neuroticism"": 0.0, ""openness"": 15.000000000000002}",44,44
7710,claude,bfi,narrative,0,50,50,50,50,low_O_mid_N,51.79,"{""extraversion"": 50.0, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 53.125, ""openness"": 22.499999999999996}",44,44
7770,deepseek,bfi,narrative,0,50,50,50,50,low_O_mid_N,54.94,"{""extraversion"": 50.0, ""agreeableness"": 75.0, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 50.0, ""openness"": 27.500000000000004}",44,44
7800,gemini,bfi,narrative,0,50,50,50,50,low_O_mid_N,52.85,"{""extraversion"": 50.0, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 53.125, ""openness"": 25.0}",44,44
7740,openai,bfi,narrative,0,50,50,50,50,low_O_mid_N,51.08,"{""extraversion"": 53.125, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 40.625, ""openness"": 20.0}",44,44
7350,claude,bfi,narrative,50,50,50,50,100,mid_O_high_N,67.24,"{""extraversion"": 46.875, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 93.75, ""openness"": 65.0}",44,44
7410,deepseek,bfi,narrative,50,50,50,50,100,mid_O_high_N,68.24,"{""extraversion"": 46.875, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 61.111111111111114, ""neuroticism"": 93.75, ""openness"": 70.0}",44,44
7440,gemini,bfi,narrative,50,50,50,50,100,mid_O_high_N,68.61,"{""extraversion"": 46.875, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 61.111111111111114, ""neuroticism"": 90.625, ""openness"": 75.0}",44,44
7380,openai,bfi,narrative,50,50,50,50,100,mid_O_high_N,68.85,"{""extraversion"": 46.875, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 93.75, ""openness"": 67.5}",44,44
7470,claude,bfi,narrative,50,50,50,50,0,mid_O_low_N,57.31,"{""extraversion"": 59.375, ""agreeableness"": 75.0, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 9.375, ""openness"": 65.0}",44,44
7530,deepseek,bfi,narrative,50,50,50,50,0,mid_O_low_N,57.47,"{""extraversion"": 56.25, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 83.33333333333333, ""neuroticism"": 0.0, ""openness"": 70.0}",44,44
7560,gemini,bfi,narrative,50,50,50,50,0,mid_O_low_N,62.71,"{""extraversion"": 62.5, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 86.11111111111111, ""neuroticism"": 9.375, ""openness"": 75.0}",44,44
7500,openai,bfi,narrative,50,50,50,50,0,mid_O_low_N,57.04,"{""extraversion"": 59.375, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 0.0, ""openness"": 67.5}",44,44
7830,claude,bfi,narrative,50,50,50,50,50,mid_O_mid_N,62.08,"{""extraversion"": 53.125, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 53.125, ""openness"": 62.5}",44,44
7890,deepseek,bfi,narrative,50,50,50,50,50,mid_O_mid_N,63.51,"{""extraversion"": 56.25, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 46.875, ""openness"": 70.0}",44,44
7920,gemini,bfi,narrative,50,50,50,50,50,mid_O_mid_N,64.65,"{""extraversion"": 53.125, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 56.25, ""openness"": 75.0}",44,44
7860,openai,bfi,narrative,50,50,50,50,50,mid_O_mid_N,61.26,"{""extraversion"": 50.0, ""agreeableness"": 75.0, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 46.875, ""openness"": 65.0}",44,44
7109,claude,bfi,ocean_direct,100,50,50,50,100,high_O_high_N,65.97,"{""extraversion"": 43.75, ""agreeableness"": 50.0, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
7169,deepseek,bfi,ocean_direct,100,50,50,50,100,high_O_high_N,66.6,"{""extraversion"": 46.875, ""agreeableness"": 50.0, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
7199,gemini,bfi,ocean_direct,100,50,50,50,100,high_O_high_N,65.61,"{""extraversion"": 50.0, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 100.0, ""openness"": 97.50000000000001}",44,44
7139,openai,bfi,ocean_direct,100,50,50,50,100,high_O_high_N,63.19,"{""extraversion"": 43.75, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 25.0, ""neuroticism"": 100.0, ""openness"": 100.0}",44,44
6869,claude,bfi,ocean_direct,100,50,50,50,0,high_O_low_N,51.11,"{""extraversion"": 50.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 100.0}",44,44
6929,deepseek,bfi,ocean_direct,100,50,50,50,0,high_O_low_N,55.76,"{""extraversion"": 59.375, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 100.0}",44,44
6959,gemini,bfi,ocean_direct,100,50,50,50,0,high_O_low_N,52.9,"{""extraversion"": 53.125, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 0.0, ""openness"": 97.50000000000001}",44,44
6899,openai,bfi,ocean_direct,100,50,50,50,0,high_O_low_N,56.25,"{""extraversion"": 56.25, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 0.0, ""openness"": 100.0}",44,44
7589,claude,bfi,ocean_direct,100,50,50,50,50,high_O_mid_N,60.0,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 50.0, ""openness"": 100.0}",44,44
7649,deepseek,bfi,ocean_direct,100,50,50,50,50,high_O_mid_N,64.03,"{""extraversion"": 56.25, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 50.0, ""openness"": 100.0}",44,44
7679,gemini,bfi,ocean_direct,100,50,50,50,50,high_O_mid_N,61.29,"{""extraversion"": 53.125, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 50.0, ""openness"": 95.0}",44,44
7619,openai,bfi,ocean_direct,100,50,50,50,50,high_O_mid_N,61.18,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 53.125, ""openness"": 100.0}",44,44
6989,claude,bfi,ocean_direct,0,50,50,50,100,low_O_high_N,41.81,"{""extraversion"": 31.25, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 41.666666666666664, ""neuroticism"": 100.0, ""openness"": 0.0}",44,44
7049,deepseek,bfi,ocean_direct,0,50,50,50,100,low_O_high_N,35.56,"{""extraversion"": 25.0, ""agreeableness"": 13.88888888888889, ""conscientiousness"": 38.888888888888886, ""neuroticism"": 100.0, ""openness"": 0.0}",44,44
7079,gemini,bfi,ocean_direct,0,50,50,50,100,low_O_high_N,44.18,"{""extraversion"": 40.625, ""agreeableness"": 30.555555555555557, ""conscientiousness"": 47.22222222222222, ""neuroticism"": 100.0, ""openness"": 2.500000000000002}",44,44
7019,openai,bfi,ocean_direct,0,50,50,50,100,low_O_high_N,48.33,"{""extraversion"": 50.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 100.0, ""openness"": 0.0}",44,44
7229,claude,bfi,ocean_direct,0,50,50,50,0,low_O_low_N,31.67,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 0.0, ""openness"": 0.0}",44,44
7289,deepseek,bfi,ocean_direct,0,50,50,50,0,low_O_low_N,32.22,"{""extraversion"": 50.0, ""agreeableness"": 55.55555555555556, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 0.0, ""openness"": 0.0}",44,44
7319,gemini,bfi,ocean_direct,0,50,50,50,0,low_O_low_N,37.72,"{""extraversion"": 50.0, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 0.0, ""openness"": 2.500000000000002}",44,44
7259,openai,bfi,ocean_direct,0,50,50,50,0,low_O_low_N,38.47,"{""extraversion"": 56.25, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 0.0, ""openness"": 0.0}",44,44
7709,claude,bfi,ocean_direct,0,50,50,50,50,low_O_mid_N,39.44,"{""extraversion"": 50.0, ""agreeableness"": 47.22222222222222, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 0.0}",44,44
7769,deepseek,bfi,ocean_direct,0,50,50,50,50,low_O_mid_N,40.9,"{""extraversion"": 40.625, ""agreeableness"": 63.888888888888886, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 0.0}",44,44
7799,gemini,bfi,ocean_direct,0,50,50,50,50,low_O_mid_N,44.83,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 50.0, ""openness"": 7.500000000000001}",44,44
7739,openai,bfi,ocean_direct,0,50,50,50,50,low_O_mid_N,42.22,"{""extraversion"": 50.0, ""agreeableness"": 58.333333333333336, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 50.0, ""openness"": 0.0}",44,44
7349,claude,bfi,ocean_direct,50,50,50,50,100,mid_O_high_N,54.22,"{""extraversion"": 37.5, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 100.0, ""openness"": 47.5}",44,44
7409,deepseek,bfi,ocean_direct,50,50,50,50,100,mid_O_high_N,48.18,"{""extraversion"": 40.625, ""agreeableness"": 19.444444444444443, ""conscientiousness"": 33.333333333333336, ""neuroticism"": 100.0, ""openness"": 47.5}",44,44
7439,gemini,bfi,ocean_direct,50,50,50,50,100,mid_O_high_N,52.94,"{""extraversion"": 37.5, ""agreeableness"": 36.111111111111114, ""conscientiousness"": 36.111111111111114, ""neuroticism"": 100.0, ""openness"": 55.00000000000001}",44,44
7379,openai,bfi,ocean_direct,50,50,50,50,100,mid_O_high_N,55.97,"{""extraversion"": 43.75, ""agreeableness"": 41.666666666666664, ""conscientiousness"": 44.44444444444444, ""neuroticism"": 100.0, ""openness"": 50.0}",44,44
7469,claude,bfi,ocean_direct,50,50,50,50,0,mid_O_low_N,44.44,"{""extraversion"": 50.0, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7529,deepseek,bfi,ocean_direct,50,50,50,50,0,mid_O_low_N,46.74,"{""extraversion"": 53.125, ""agreeableness"": 75.0, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7559,gemini,bfi,ocean_direct,50,50,50,50,0,mid_O_low_N,43.33,"{""extraversion"": 50.0, ""agreeableness"": 66.66666666666666, ""conscientiousness"": 50.0, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7499,openai,bfi,ocean_direct,50,50,50,50,0,mid_O_low_N,45.0,"{""extraversion"": 50.0, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 0.0, ""openness"": 50.0}",44,44
7829,claude,bfi,ocean_direct,50,50,50,50,50,mid_O_mid_N,50.56,"{""extraversion"": 50.0, ""agreeableness"": 52.77777777777778, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7889,deepseek,bfi,ocean_direct,50,50,50,50,50,mid_O_mid_N,52.22,"{""extraversion"": 50.0, ""agreeableness"": 61.111111111111114, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7919,gemini,bfi,ocean_direct,50,50,50,50,50,mid_O_mid_N,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7859,openai,bfi,ocean_direct,50,50,50,50,50,mid_O_mid_N,50.0,"{""extraversion"": 50.0, ""agreeableness"": 50.0, ""conscientiousness"": 50.0, ""neuroticism"": 50.0, ""openness"": 50.0}",44,44
7113,claude,bfi,scenario,100,50,50,50,100,high_O_high_N,66.43,"{""extraversion"": 46.875, ""agreeableness"": 75.0, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 87.5, ""openness"": 70.0}",44,44
7173,deepseek,bfi,scenario,100,50,50,50,100,high_O_high_N,65.13,"{""extraversion"": 46.875, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 52.77777777777778, ""neuroticism"": 81.25, ""openness"": 72.5}",44,44
7203,gemini,bfi,scenario,100,50,50,50,100,high_O_high_N,68.15,"{""extraversion"": 43.75, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 78.125, ""openness"": 80.0}",44,44
7143,openai,bfi,scenario,100,50,50,50,100,high_O_high_N,69.03,"{""extraversion"": 43.75, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 58.333333333333336, ""neuroticism"": 87.5, ""openness"": 75.0}",44,44
6873,claude,bfi,scenario,100,50,50,50,0,high_O_low_N,60.68,"{""extraversion"": 65.625, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 12.5, ""openness"": 72.5}",44,44
6933,deepseek,bfi,scenario,100,50,50,50,0,high_O_low_N,62.18,"{""extraversion"": 65.625, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 12.5, ""openness"": 80.0}",44,44
6963,gemini,bfi,scenario,100,50,50,50,0,high_O_low_N,63.43,"{""extraversion"": 62.5, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 21.875, ""openness"": 80.0}",44,44
6903,openai,bfi,scenario,100,50,50,50,0,high_O_low_N,62.33,"{""extraversion"": 53.125, ""agreeableness"": 88.88888888888889, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 9.375, ""openness"": 82.5}",44,44
7593,claude,bfi,scenario,100,50,50,50,50,high_O_mid_N,62.33,"{""extraversion"": 50.0, ""agreeableness"": 75.0, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 50.0, ""openness"": 70.0}",44,44
7653,deepseek,bfi,scenario,100,50,50,50,50,high_O_mid_N,60.74,"{""extraversion"": 56.25, ""agreeableness"": 75.0, ""conscientiousness"": 55.55555555555556, ""neuroticism"": 46.875, ""openness"": 70.0}",44,44
7683,gemini,bfi,scenario,100,50,50,50,50,high_O_mid_N,65.71,"{""extraversion"": 53.125, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 61.111111111111114, ""neuroticism"": 56.25, ""openness"": 77.49999999999999}",44,44
7623,openai,bfi,scenario,100,50,50,50,50,high_O_mid_N,66.68,"{""extraversion"": 50.0, ""agreeableness"": 86.11111111111111, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 53.125, ""openness"": 77.49999999999999}",44,44
6993,claude,bfi,scenario,0,50,50,50,100,low_O_high_N,56.29,"{""extraversion"": 25.0, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 90.625, ""openness"": 32.49999999999999}",44,44
7053,deepseek,bfi,scenario,0,50,50,50,100,low_O_high_N,53.92,"{""extraversion"": 25.0, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 61.111111111111114, ""neuroticism"": 81.25, ""openness"": 30.000000000000004}",44,44
7083,gemini,bfi,scenario,0,50,50,50,100,low_O_high_N,55.76,"{""extraversion"": 25.0, ""agreeableness"": 75.0, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 84.375, ""openness"": 25.0}",44,44
7023,openai,bfi,scenario,0,50,50,50,100,low_O_high_N,55.83,"{""extraversion"": 25.0, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 87.5, ""openness"": 25.0}",44,44
7233,claude,bfi,scenario,0,50,50,50,0,low_O_low_N,49.24,"{""extraversion"": 40.625, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 12.5, ""openness"": 37.5}",44,44
7293,deepseek,bfi,scenario,0,50,50,50,0,low_O_low_N,46.57,"{""extraversion"": 40.625, ""agreeableness"": 75.0, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 12.5, ""openness"": 32.49999999999999}",44,44
7323,gemini,bfi,scenario,0,50,50,50,0,low_O_low_N,48.24,"{""extraversion"": 31.25, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 75.0, ""neuroticism"": 21.875, ""openness"": 32.49999999999999}",44,44
7263,openai,bfi,scenario,0,50,50,50,0,low_O_low_N,49.35,"{""extraversion"": 40.625, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 12.5, ""openness"": 32.49999999999999}",44,44
7713,claude,bfi,scenario,0,50,50,50,50,low_O_mid_N,52.21,"{""extraversion"": 31.25, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 53.125, ""openness"": 35.0}",44,44
7773,deepseek,bfi,scenario,0,50,50,50,50,low_O_mid_N,51.28,"{""extraversion"": 34.375, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 53.125, ""openness"": 30.000000000000004}",44,44
7803,gemini,bfi,scenario,0,50,50,50,50,low_O_mid_N,52.74,"{""extraversion"": 28.125, ""agreeableness"": 80.55555555555556, ""conscientiousness"": 75.0, ""neuroticism"": 50.0, ""openness"": 30.000000000000004}",44,44
7743,openai,bfi,scenario,0,50,50,50,50,low_O_mid_N,54.61,"{""extraversion"": 34.375, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 53.125, ""openness"": 30.000000000000004}",44,44
7353,claude,bfi,scenario,50,50,50,50,100,mid_O_high_N,60.22,"{""extraversion"": 31.25, ""agreeableness"": 69.44444444444444, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 81.25, ""openness"": 52.5}",44,44
7413,deepseek,bfi,scenario,50,50,50,50,100,mid_O_high_N,59.72,"{""extraversion"": 31.25, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 63.888888888888886, ""neuroticism"": 81.25, ""openness"": 50.0}",44,44
7443,gemini,bfi,scenario,50,50,50,50,100,mid_O_high_N,61.83,"{""extraversion"": 31.25, ""agreeableness"": 75.0, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 81.25, ""openness"": 55.00000000000001}",44,44
7383,openai,bfi,scenario,50,50,50,50,100,mid_O_high_N,62.22,"{""extraversion"": 37.5, ""agreeableness"": 75.0, ""conscientiousness"": 61.111111111111114, ""neuroticism"": 87.5, ""openness"": 50.0}",44,44
7473,claude,bfi,scenario,50,50,50,50,0,mid_O_low_N,55.86,"{""extraversion"": 53.125, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 15.625, ""openness"": 55.00000000000001}",44,44
7533,deepseek,bfi,scenario,50,50,50,50,0,mid_O_low_N,55.6,"{""extraversion"": 46.875, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 77.77777777777777, ""neuroticism"": 12.5, ""openness"": 57.49999999999999}",44,44
7563,gemini,bfi,scenario,50,50,50,50,0,mid_O_low_N,56.93,"{""extraversion"": 46.875, ""agreeableness"": 77.77777777777777, ""conscientiousness"": 75.0, ""neuroticism"": 25.0, ""openness"": 60.0}",44,44
7503,openai,bfi,scenario,50,50,50,50,0,mid_O_low_N,55.04,"{""extraversion"": 46.875, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 75.0, ""neuroticism"": 12.5, ""openness"": 57.49999999999999}",44,44
7833,claude,bfi,scenario,50,50,50,50,50,mid_O_mid_N,58.07,"{""extraversion"": 40.625, ""agreeableness"": 75.0, ""conscientiousness"": 72.22222222222221, ""neuroticism"": 50.0, ""openness"": 52.5}",44,44
7893,deepseek,bfi,scenario,50,50,50,50,50,mid_O_mid_N,57.96,"{""extraversion"": 40.625, ""agreeableness"": 72.22222222222221, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 50.0, ""openness"": 57.49999999999999}",44,44
7923,gemini,bfi,scenario,50,50,50,50,50,mid_O_mid_N,56.21,"{""extraversion"": 37.5, ""agreeableness"": 75.0, ""conscientiousness"": 66.66666666666666, ""neuroticism"": 46.875, ""openness"": 55.00000000000001}",44,44
7863,openai,bfi,scenario,50,50,50,50,50,mid_O_mid_N,62.68,"{""extraversion"": 46.875, ""agreeableness"": 83.33333333333333, ""conscientiousness"": 69.44444444444444, ""neuroticism"": 56.25, ""openness"": 57.49999999999999}",44,44
7118,claude,dark_triad,behavioral,100,50,50,50,100,high_O_high_N,43.52,"{""machiavellianism"": 52.77777777777778, ""narcissism"": 41.666666666666664, ""psychopathy"": 36.111111111111114}",27,27
7178,deepseek,dark_triad,behavioral,100,50,50,50,100,high_O_high_N,55.56,"{""machiavellianism"": 63.888888888888886, ""narcissism"": 55.55555555555556, ""psychopathy"": 47.22222222222222}",27,27
7208,gemini,dark_triad,behavioral,100,50,50,50,100,high_O_high_N,51.85,"{""machiavellianism"": 58.333333333333336, ""narcissism"": 50.0, ""psychopathy"": 47.22222222222222}",27,27
7148,openai,dark_triad,behavioral,100,50,50,50,100,high_O_high_N,50.93,"{""machiavellianism"": 52.77777777777778, ""narcissism"": 50.0, ""psychopathy"": 50.0}",27,27
6878,claude,dark_triad,behavioral,100,50,50,50,0,high_O_low_N,40.74,"{""machiavellianism"": 41.666666666666664, ""narcissism"": 50.0, ""psychopathy"": 30.555555555555557}",27,27
6938,deepseek,dark_triad,behavioral,100,50,50,50,0,high_O_low_N,52.78,"{""machiavellianism"": 52.77777777777778, ""narcissism"": 58.333333333333336, ""psychopathy"": 47.22222222222222}",27,27
6968,gemini,dark_triad,behavioral,100,50,50,50,0,high_O_low_N,44.44,"{""machiavellianism"": 44.44444444444444, ""narcissism"": 52.77777777777778, ""psychopathy"": 36.111111111111114}",27,27
6908,openai,dark_triad,behavioral,100,50,50,50,0,high_O_low_N,48.15,"{""machiavellianism"": 50.0, ""narcissism"": 58.333333333333336, ""psychopathy"": 36.111111111111114}",27,27
7598,claude,dark_triad,behavioral,100,50,50,50,50,high_O_mid_N,43.52,"{""machiavellianism"": 44.44444444444444, ""narcissism"": 50.0, ""psychopathy"": 36.111111111111114}",27,27
7658,deepseek,dark_triad,behavioral,100,50,50,50,50,high_O_mid_N,48.15,"{""machiavellianism"": 47.22222222222222, ""narcissism"": 55.55555555555556, ""psychopathy"": 41.666666666666664}",27,27
7688,gemini,dark_triad,behavioral,100,50,50,50,50,high_O_mid_N,47.22,"{""machiavellianism"": 52.77777777777778, ""narcissism"": 52.77777777777778, ""psychopathy"": 36.111111111111114}",27,27
7628,openai,dark_triad,behavioral,100,50,50,50,50,high_O_mid_N,45.37,"{""machiavellianism"": 44.44444444444444, ""narcissism"": 52.77777777777778, ""psychopathy"": 38.888888888888886}",27,27
6998,claude,dark_triad,behavioral,0,50,50,50,100,low_O_high_N,41.67,"{""machiavellianism"": 55.55555555555556, ""narcissism"": 33.333333333333336, ""psychopathy"": 36.111111111111114}",27,27
7058,deepseek,dark_triad,behavioral,0,50,50,50,100,low_O_high_N,52.78,"{""machiavellianism"": 72.22222222222221, ""narcissism"": 44.44444444444444, ""psychopathy"": 41.666666666666664}",27,27
7088,gemini,dark_triad,behavioral,0,50,50,50,100,low_O_high_N,48.15,"{""machiavellianism"": 61.111111111111114, ""narcissism"": 41.666666666666664, ""psychopathy"": 41.666666666666664}",27,27
7028,openai,dark_triad,behavioral,0,50,50,50,100,low_O_high_N,48.15,"{""machiavellianism"": 58.333333333333336, ""narcissism"": 41.666666666666664, ""psychopathy"": 44.44444444444444}",27,27
7238,claude,dark_triad,behavioral,0,50,50,50,0,low_O_low_N,37.04,"{""machiavellianism"": 38.888888888888886, ""narcissism"": 44.44444444444444, ""psychopathy"": 27.77777777777778}",27,27
7298,deepseek,dark_triad,behavioral,0,50,50,50,0,low_O_low_N,44.44,"{""machiavellianism"": 58.333333333333336, ""narcissism"": 50.0, ""psychopathy"": 25.0}",27,27
7328,gemini,dark_triad,behavioral,0,50,50,50,0,low_O_low_N,45.37,"{""machiavellianism"": 52.77777777777778, ""narcissism"": 47.22222222222222, ""psychopathy"": 36.111111111111114}",27,27
7268,openai,dark_triad,behavioral,0,50,50,50,0,low_O_low_N,44.44,"{""machiavellianism"": 55.55555555555556, ""narcissism"": 47.22222222222222, ""psychopathy"": 30.555555555555557}",27,27
7718,claude,dark_triad,behavioral,0,50,50,50,50,low_O_mid_N,38.89,"{""machiavellianism"": 50.0, ""narcissism"": 41.666666666666664, ""psychopathy"": 25.0}",27,27
